HUE and Delta-E color differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (hue diff), (delta-e diff)
((2, 31), (13, 30), (11), (7))
((2, 31), (13, 31), (25), (7))
((2, 31), (13, 32), (37), (7))
((2, 31), (13, 33), (188), (35))
((2, 31), (13, 34), (34), (12))
((2, 31), (13, 35), (13), (39))
((2, 31), (13, 4), (22), (24))
((2, 31), (13, 5), (26), (6))
((2, 31), (13, 6), (27), (12))
((2, 31), (13, 7), (120), (22))
((2, 31), (13, 8), (166), (26))
((2, 31), (13, 9), (56), (12))
((2, 31), (22, 1), (12), (9))
((2, 31), (22, 10), (17), (12))
((2, 31), (22, 11), (22), (14))
((2, 31), (22, 12), (178), (28))
((2, 31), (22, 13), (46), (21))
((2, 31), (22, 14), (4), (16))
((2, 31), (22, 15), (68), (27))
((2, 31), (22, 16), (1), (24))
((2, 31), (22, 17), (3), (25))
((2, 31), (22, 2), (10), (19))
((2, 31), (22, 3), (7), (19))
((2, 31), (22, 4), (2), (20))
((2, 31), (22, 5), (3), (9))
((2, 31), (22, 6), (0), (31))
((2, 31), (22, 7), (60), (30))
((2, 31), (22, 8), (4), (9))
((2, 31), (22, 9), (2), (25))
((2, 32), (12, 12), (2), (3))
((2, 32), (12, 13), (11), (35))
((2, 32), (12, 14), (45), (16))
((2, 32), (12, 15), (42), (17))
((2, 32), (12, 17), (34), (14))
((2, 32), (12, 18), (9), (5))
((2, 32), (12, 19), (10), (30))
((2, 32), (12, 20), (13), (17))
((2, 32), (12, 21), (16), (10))
((2, 32), (12, 22), (35), (12))
((2, 32), (12, 23), (17), (7))
((2, 32), (12, 25), (4), (11))
((2, 32), (12, 26), (24), (10))
((2, 32), (12, 6), (5), (9))
((2, 32), (12, 7), (11), (10))
((2, 32), (12, 8), (13), (5))
((2, 32), (12, 9), (21), (39))
((2, 32), (13, 10), (174), (22))
((2, 32), (13, 11), (173), (22))
((2, 32), (13, 13), (35), (7))
((2, 32), (13, 14), (12), (10))
((2, 32), (13, 15), (36), (17))
((2, 32), (13, 16), (184), (26))
((2, 32), (13, 17), (104), (10))
((2, 32), (13, 18), (31), (10))
((2, 32), (13, 19), (21), (11))
((2, 32), (13, 2), (14), (7))
((2, 32), (13, 20), (19), (22))
((2, 32), (13, 21), (21), (9))
((2, 32), (13, 22), (26), (17))
((2, 32), (13, 23), (137), (12))
((2, 32), (13, 24), (8), (10))
((2, 32), (13, 25), (18), (6))
((2, 32), (13, 26), (128), (15))
((2, 32), (13, 27), (123), (24))
((2, 32), (13, 28), (111), (20))
((2, 32), (13, 29), (38), (20))
((2, 32), (13, 3), (4), (19))
((2, 32), (13, 30), (8), (7))
((2, 32), (13, 31), (22), (6))
((2, 32), (13, 32), (34), (7))
((2, 32), (13, 33), (191), (34))
((2, 32), (13, 34), (31), (11))
((2, 32), (13, 35), (10), (37))
((2, 32), (13, 4), (19), (21))
((2, 32), (13, 5), (23), (7))
((2, 32), (13, 6), (24), (10))
((2, 32), (13, 7), (117), (23))
((2, 32), (13, 8), (169), (26))
((2, 32), (13, 9), (53), (13))
((2, 32), (22, 1), (15), (8))
((2, 32), (22, 10), (20), (12))
((2, 32), (22, 11), (25), (14))
((2, 32), (22, 12), (181), (28))
((2, 32), (22, 13), (49), (21))
((2, 32), (22, 14), (7), (15))
((2, 32), (22, 15), (71), (27))
((2, 32), (22, 16), (4), (23))
((2, 32), (22, 17), (5), (24))
((2, 32), (22, 2), (7), (18))
((2, 32), (22, 3), (10), (18))
((2, 32), (22, 4), (5), (18))
((2, 32), (22, 5), (6), (8))
((2, 32), (22, 6), (3), (29))
((2, 32), (22, 7), (57), (29))
((2, 32), (22, 8), (6), (7))
((2, 32), (22, 9), (1), (24))
((2, 33), (12, 12), (181), (35))
((2, 33), (12, 13), (190), (17))
((2, 33), (12, 14), (225), (43))
((2, 33), (12, 15), (222), (44))
((2, 33), (12, 17), (213), (42))
((2, 33), (12, 18), (188), (36))
((2, 33), (12, 19), (189), (15))
((2, 33), (12, 20), (192), (13))
((2, 33), (12, 21), (195), (41))
((2, 33), (12, 22), (214), (40))
((2, 33), (12, 23), (196), (37))
((2, 33), (12, 25), (183), (23))
((2, 33), (12, 26), (203), (38))
((2, 33), (12, 6), (184), (33))
((2, 33), (12, 7), (190), (41))
((2, 33), (12, 8), (166), (35))
((2, 33), (12, 9), (200), (11))
((2, 33), (13, 10), (5), (9))
((2, 33), (13, 11), (6), (9))
((2, 33), (13, 13), (214), (28))
((2, 33), (13, 14), (191), (40))
((2, 33), (13, 15), (215), (25))
((2, 33), (13, 16), (5), (13))
((2, 33), (13, 17), (283), (30))
((2, 33), (13, 18), (210), (34))
((2, 33), (13, 19), (200), (38))
((2, 33), (13, 2), (194), (38))
((2, 33), (13, 20), (198), (13))
((2, 33), (13, 21), (200), (38))
((2, 33), (13, 22), (205), (18))
((2, 33), (13, 23), (316), (27))
((2, 33), (13, 24), (171), (21))
((2, 33), (13, 25), (197), (32))
((2, 33), (13, 26), (307), (27))
((2, 33), (13, 27), (302), (41))
((2, 33), (13, 28), (290), (34))
((2, 33), (13, 29), (217), (18))
((2, 33), (13, 3), (183), (12))
((2, 33), (13, 30), (187), (38))
((2, 33), (13, 31), (201), (29))
((2, 33), (13, 32), (213), (28))
((2, 33), (13, 33), (12), (4))
((2, 33), (13, 34), (211), (26))
((2, 33), (13, 35), (190), (14))
((2, 33), (13, 4), (198), (28))
((2, 33), (13, 5), (203), (35))
((2, 33), (13, 6), (203), (37))
((2, 33), (13, 7), (296), (38))
((2, 33), (13, 8), (10), (4))
((2, 33), (13, 9), (232), (41))
((2, 33), (22, 1), (164), (29))
((2, 33), (22, 10), (159), (24))
((2, 33), (22, 11), (154), (24))
((2, 33), (22, 12), (2), (3))
((2, 33), (22, 13), (130), (11))
((2, 33), (22, 14), (172), (23))
((2, 33), (22, 15), (108), (10))
((2, 33), (22, 16), (175), (13))
((2, 33), (22, 17), (174), (10))
((2, 33), (22, 2), (187), (13))
((2, 33), (22, 3), (169), (14))
((2, 33), (22, 4), (175), (21))
((2, 33), (22, 5), (173), (24))
((2, 33), (22, 6), (176), (21))
((2, 33), (22, 7), (236), (12))
((2, 33), (22, 8), (173), (25))
((2, 33), (22, 9), (178), (10))
((2, 39), (12, 12), (65), (17))
((2, 39), (12, 13), (56), (22))
((2, 39), (12, 14), (22), (23))
((2, 39), (12, 15), (25), (24))
((2, 39), (12, 17), (33), (22))
((2, 39), (12, 18), (58), (17))
((2, 39), (12, 19), (57), (18))
((2, 39), (12, 20), (55), (7))
((2, 39), (12, 21), (51), (22))
((2, 39), (12, 22), (32), (20))
((2, 39), (12, 23), (50), (17))
((2, 39), (12, 25), (63), (11))
((2, 39), (12, 26), (43), (18))
((2, 39), (12, 6), (62), (17))
((2, 39), (12, 7), (56), (22))
((2, 39), (12, 8), (80), (20))
((2, 39), (12, 9), (46), (24))
((2, 39), (13, 10), (241), (13))
((2, 39), (13, 11), (240), (12))
((2, 39), (13, 13), (32), (10))
((2, 39), (13, 14), (55), (22))
((2, 39), (13, 15), (31), (10))
((2, 39), (13, 16), (251), (16))
((2, 39), (13, 17), (37), (11))
((2, 39), (13, 18), (36), (13))
((2, 39), (13, 19), (46), (18))
((2, 39), (13, 2), (53), (18))
((2, 39), (13, 20), (48), (10))
((2, 39), (13, 21), (46), (19))
((2, 39), (13, 22), (41), (6))
((2, 39), (13, 23), (70), (10))
((2, 39), (13, 24), (75), (12))
((2, 39), (13, 25), (49), (13))
((2, 39), (13, 26), (61), (9))
((2, 39), (13, 27), (56), (22))
((2, 39), (13, 28), (44), (15))
((2, 39), (13, 29), (29), (8))
((2, 39), (13, 3), (63), (9))
((2, 39), (13, 30), (59), (19))
((2, 39), (13, 31), (45), (10))
((2, 39), (13, 32), (33), (9))
((2, 39), (13, 33), (258), (19))
((2, 39), (13, 34), (36), (7))
((2, 39), (13, 35), (57), (23))
((2, 39), (13, 4), (48), (19))
((2, 39), (13, 5), (44), (16))
((2, 39), (13, 6), (43), (16))
((2, 39), (13, 7), (50), (19))
((2, 39), (13, 8), (236), (15))
((2, 39), (13, 9), (14), (21))
((2, 39), (22, 1), (82), (19))
((2, 39), (22, 10), (87), (18))
((2, 39), (22, 11), (92), (20))
((2, 39), (22, 12), (248), (15))
((2, 39), (22, 13), (116), (14))
((2, 39), (22, 14), (74), (18))
((2, 39), (22, 15), (138), (18))
((2, 39), (22, 16), (71), (15))
((2, 39), (22, 17), (72), (14))
((2, 39), (22, 2), (60), (9))
((2, 39), (22, 3), (77), (12))
((2, 39), (22, 4), (72), (17))
((2, 39), (22, 5), (73), (13))
((2, 39), (22, 6), (70), (24))
((2, 39), (22, 7), (10), (13))
((2, 39), (22, 8), (74), (14))
((2, 39), (22, 9), (68), (14))
((2, 44), (12, 12), (2), (19))
((2, 44), (12, 13), (7), (16))
((2, 44), (12, 14), (41), (28))
((2, 44), (12, 15), (38), (29))
((2, 44), (12, 17), (30), (27))
((2, 44), (12, 18), (5), (18))
((2, 44), (12, 19), (6), (12))
((2, 44), (12, 20), (8), (10))
((2, 44), (12, 21), (12), (26))
((2, 44), (12, 22), (31), (25))
((2, 44), (12, 23), (13), (21))
((2, 44), (12, 25), (0), (5))
((2, 44), (12, 26), (20), (23))
((2, 44), (12, 6), (1), (13))
((2, 44), (12, 7), (7), (25))
((2, 44), (12, 8), (17), (21))
((2, 44), (12, 9), (17), (23))
((2, 44), (13, 10), (178), (19))
((2, 44), (13, 11), (177), (18))
((2, 44), (13, 13), (31), (17))
((2, 44), (13, 14), (8), (26))
((2, 44), (13, 15), (32), (10))
((2, 44), (13, 16), (188), (25))
((2, 44), (13, 17), (100), (21))
((2, 44), (13, 18), (27), (18))
((2, 44), (13, 19), (17), (18))
((2, 44), (13, 2), (10), (21))
((2, 44), (13, 20), (15), (9))
((2, 44), (13, 21), (17), (24))
((2, 44), (13, 22), (22), (8))
((2, 44), (13, 23), (133), (21))
((2, 44), (13, 24), (13), (10))
((2, 44), (13, 25), (14), (16))
((2, 44), (13, 26), (123), (22))
((2, 44), (13, 27), (119), (33))
((2, 44), (13, 28), (107), (26))
((2, 44), (13, 29), (34), (10))
((2, 44), (13, 3), (0), (10))
((2, 44), (13, 30), (4), (22))
((2, 44), (13, 31), (18), (16))
((2, 44), (13, 32), (30), (16))
((2, 44), (13, 33), (195), (21))
((2, 44), (13, 34), (27), (13))
((2, 44), (13, 35), (6), (19))
((2, 44), (13, 4), (15), (6))
((2, 44), (13, 5), (19), (22))
((2, 44), (13, 6), (20), (19))
((2, 44), (13, 7), (113), (30))
((2, 44), (13, 8), (173), (19))
((2, 44), (13, 9), (49), (28))
((2, 44), (22, 1), (19), (15))
((2, 44), (22, 10), (24), (14))
((2, 44), (22, 11), (30), (16))
((2, 44), (22, 12), (185), (19))
((2, 44), (22, 13), (53), (15))
((2, 44), (22, 14), (12), (7))
((2, 44), (22, 15), (75), (19))
((2, 44), (22, 16), (8), (9))
((2, 44), (22, 17), (10), (12))
((2, 44), (22, 2), (3), (9))
((2, 44), (22, 3), (14), (10))
((2, 44), (22, 4), (9), (5))
((2, 44), (22, 5), (10), (10))
((2, 44), (22, 6), (7), (11))
((2, 44), (22, 7), (53), (16))
((2, 44), (22, 8), (11), (11))
((2, 44), (22, 9), (5), (12))
((2, 45), (12, 12), (105), (17))
((2, 45), (12, 13), (96), (25))
((2, 45), (12, 14), (61), (21))
((2, 45), (12, 15), (64), (22))
((2, 45), (12, 17), (73), (20))
((2, 45), (12, 18), (98), (16))
((2, 45), (12, 19), (97), (21))
((2, 45), (12, 20), (94), (10))
((2, 45), (12, 21), (91), (20))
((2, 45), (12, 22), (72), (18))
((2, 45), (12, 23), (90), (16))
((2, 45), (12, 25), (103), (13))
((2, 45), (12, 26), (83), (17))
((2, 45), (12, 6), (102), (18))
((2, 45), (12, 7), (96), (20))
((2, 45), (12, 8), (120), (19))
((2, 45), (12, 9), (86), (27))
((2, 45), (13, 10), (280), (13))
((2, 45), (13, 11), (280), (12))
((2, 45), (13, 13), (72), (8))
((2, 45), (13, 14), (95), (20))
((2, 45), (13, 15), (70), (12))
((2, 45), (13, 16), (291), (15))
((2, 45), (13, 17), (3), (8))
((2, 45), (13, 18), (76), (13))
((2, 45), (13, 19), (86), (18))
((2, 45), (13, 2), (92), (17))
((2, 45), (13, 20), (88), (13))
((2, 45), (13, 21), (86), (17))
((2, 45), (13, 22), (81), (9))
((2, 45), (13, 23), (30), (7))
((2, 45), (13, 24), (115), (14))
((2, 45), (13, 25), (89), (12))
((2, 45), (13, 26), (21), (6))
((2, 45), (13, 27), (16), (20))
((2, 45), (13, 28), (4), (13))
((2, 45), (13, 29), (69), (11))
((2, 45), (13, 3), (103), (12))
((2, 45), (13, 30), (99), (18))
((2, 45), (13, 31), (85), (9))
((2, 45), (13, 32), (73), (8))
((2, 45), (13, 33), (298), (22))
((2, 45), (13, 34), (75), (8))
((2, 45), (13, 35), (96), (26))
((2, 45), (13, 4), (88), (22))
((2, 45), (13, 5), (83), (14))
((2, 45), (13, 6), (83), (16))
((2, 45), (13, 7), (10), (17))
((2, 45), (13, 8), (276), (16))
((2, 45), (13, 9), (54), (19))
((2, 45), (22, 1), (122), (20))
((2, 45), (22, 10), (127), (19))
((2, 45), (22, 11), (132), (22))
((2, 45), (22, 12), (288), (16))
((2, 45), (22, 13), (156), (16))
((2, 45), (22, 14), (114), (21))
((2, 45), (22, 15), (178), (20))
((2, 45), (22, 16), (111), (18))
((2, 45), (22, 17), (112), (17))
((2, 45), (22, 2), (99), (11))
((2, 45), (22, 3), (117), (15))
((2, 45), (22, 4), (111), (20))
((2, 45), (22, 5), (113), (14))
((2, 45), (22, 6), (110), (27))
((2, 45), (22, 7), (50), (16))
((2, 45), (22, 8), (113), (16))
((2, 45), (22, 9), (108), (17))
((2, 48), (12, 12), (14), (19))
((2, 48), (12, 13), (4), (16))
((2, 48), (12, 14), (30), (27))
((2, 48), (12, 15), (27), (28))
((2, 48), (12, 17), (19), (26))
((2, 48), (12, 18), (7), (18))
((2, 48), (12, 19), (6), (12))
((2, 48), (12, 20), (3), (3))
((2, 48), (12, 21), (1), (25))
((2, 48), (12, 22), (20), (24))
((2, 48), (12, 23), (1), (20))
((2, 48), (12, 25), (12), (7))
((2, 48), (12, 26), (8), (21))
((2, 48), (12, 6), (11), (16))
((2, 48), (12, 7), (4), (25))
((2, 48), (12, 8), (28), (20))
((2, 48), (12, 9), (6), (20))
((2, 48), (13, 10), (189), (12))
((2, 48), (13, 11), (188), (11))
((2, 48), (13, 13), (19), (14))
((2, 48), (13, 14), (4), (25))
((2, 48), (13, 15), (21), (10))
((2, 48), (13, 16), (199), (18))
((2, 48), (13, 17), (88), (16))
((2, 48), (13, 18), (16), (17))
((2, 48), (13, 19), (6), (20))
((2, 48), (13, 2), (1), (20))
((2, 48), (13, 20), (3), (5))
((2, 48), (13, 21), (6), (22))
((2, 48), (13, 22), (11), (4))
((2, 48), (13, 23), (121), (16))
((2, 48), (13, 24), (24), (9))
((2, 48), (13, 25), (3), (15))
((2, 48), (13, 26), (112), (16))
((2, 48), (13, 27), (107), (29))
((2, 48), (13, 28), (95), (21))
((2, 48), (13, 29), (23), (7))
((2, 48), (13, 3), (12), (4))
((2, 48), (13, 30), (8), (22))
((2, 48), (13, 31), (7), (13))
((2, 48), (13, 32), (18), (13))
((2, 48), (13, 33), (207), (16))
((2, 48), (13, 34), (16), (10))
((2, 48), (13, 35), (5), (18))
((2, 48), (13, 4), (4), (14))
((2, 48), (13, 5), (8), (20))
((2, 48), (13, 6), (8), (19))
((2, 48), (13, 7), (101), (25))
((2, 48), (13, 8), (185), (13))
((2, 48), (13, 9), (37), (26))
((2, 48), (22, 1), (31), (16))
((2, 48), (22, 10), (36), (14))
((2, 48), (22, 11), (41), (15))
((2, 48), (22, 12), (197), (13))
((2, 48), (22, 13), (65), (10))
((2, 48), (22, 14), (23), (11))
((2, 48), (22, 15), (87), (14))
((2, 48), (22, 16), (20), (8))
((2, 48), (22, 17), (21), (8))
((2, 48), (22, 2), (8), (3))
((2, 48), (22, 3), (26), (6))
((2, 48), (22, 4), (20), (10))
((2, 48), (22, 5), (21), (10))
((2, 48), (22, 6), (18), (16))
((2, 48), (22, 7), (42), (11))
((2, 48), (22, 8), (22), (11))
((2, 48), (22, 9), (17), (8))
((2, 49), (12, 12), (8), (22))
((2, 49), (12, 13), (1), (14))
((2, 49), (12, 14), (35), (31))
((2, 49), (12, 15), (32), (32))
((2, 49), (12, 17), (24), (30))
((2, 49), (12, 18), (1), (22))
((2, 49), (12, 19), (0), (10))
((2, 49), (12, 20), (2), (2))
((2, 49), (12, 21), (6), (28))
((2, 49), (12, 22), (25), (27))
((2, 49), (12, 23), (7), (24))
((2, 49), (12, 25), (6), (10))
((2, 49), (12, 26), (14), (25))
((2, 49), (12, 6), (5), (20))
((2, 49), (12, 7), (1), (28))
((2, 49), (12, 8), (23), (23))
((2, 49), (12, 9), (11), (17))
((2, 49), (13, 10), (184), (11))
((2, 49), (13, 11), (183), (9))
((2, 49), (13, 13), (25), (17))
((2, 49), (13, 14), (2), (28))
((2, 49), (13, 15), (26), (13))
((2, 49), (13, 16), (194), (17))
((2, 49), (13, 17), (94), (20))
((2, 49), (13, 18), (21), (21))
((2, 49), (13, 19), (11), (23))
((2, 49), (13, 2), (4), (24))
((2, 49), (13, 20), (9), (3))
((2, 49), (13, 21), (11), (26))
((2, 49), (13, 22), (16), (6))
((2, 49), (13, 23), (127), (19))
((2, 49), (13, 24), (18), (10))
((2, 49), (13, 25), (8), (19))
((2, 49), (13, 26), (118), (19))
((2, 49), (13, 27), (113), (32))
((2, 49), (13, 28), (101), (25))
((2, 49), (13, 29), (28), (8))
((2, 49), (13, 3), (6), (2))
((2, 49), (13, 30), (2), (25))
((2, 49), (13, 31), (12), (17))
((2, 49), (13, 32), (24), (17))
((2, 49), (13, 33), (201), (13))
((2, 49), (13, 34), (21), (14))
((2, 49), (13, 35), (0), (15))
((2, 49), (13, 4), (9), (15))
((2, 49), (13, 5), (13), (23))
((2, 49), (13, 6), (14), (23))
((2, 49), (13, 7), (107), (28))
((2, 49), (13, 8), (179), (10))
((2, 49), (13, 9), (43), (29))
((2, 49), (22, 1), (25), (18))
((2, 49), (22, 10), (30), (15))
((2, 49), (22, 11), (35), (16))
((2, 49), (22, 12), (191), (10))
((2, 49), (22, 13), (59), (8))
((2, 49), (22, 14), (17), (12))
((2, 49), (22, 15), (81), (12))
((2, 49), (22, 16), (14), (5))
((2, 49), (22, 17), (16), (5))
((2, 49), (22, 2), (3), (1))
((2, 49), (22, 3), (20), (5))
((2, 49), (22, 4), (15), (9))
((2, 49), (22, 5), (16), (12))
((2, 49), (22, 6), (13), (14))
((2, 49), (22, 7), (47), (9))
((2, 49), (22, 8), (17), (14))
((2, 49), (22, 9), (11), (5))
((2, 50), (12, 12), (1), (21))
((2, 50), (12, 13), (9), (14))
((2, 50), (12, 14), (43), (30))
((2, 50), (12, 15), (40), (31))
((2, 50), (12, 17), (32), (29))
((2, 50), (12, 18), (6), (20))
((2, 50), (12, 19), (8), (11))
((2, 50), (12, 20), (10), (8))
((2, 50), (12, 21), (14), (28))
((2, 50), (12, 22), (33), (27))
((2, 50), (12, 23), (14), (23))
((2, 50), (12, 25), (1), (6))
((2, 50), (12, 26), (21), (24))
((2, 50), (12, 6), (2), (15))
((2, 50), (12, 7), (9), (27))
((2, 50), (12, 8), (15), (22))
((2, 50), (12, 9), (19), (20))
((2, 50), (13, 10), (176), (18))
((2, 50), (13, 11), (175), (17))
((2, 50), (13, 13), (32), (18))
((2, 50), (13, 14), (9), (28))
((2, 50), (13, 15), (34), (12))
((2, 50), (13, 16), (186), (24))
((2, 50), (13, 17), (101), (22))
((2, 50), (13, 18), (29), (20))
((2, 50), (13, 19), (19), (20))
((2, 50), (13, 2), (12), (23))
((2, 50), (13, 20), (16), (8))
((2, 50), (13, 21), (19), (25))
((2, 50), (13, 22), (24), (8))
((2, 50), (13, 23), (134), (22))
((2, 50), (13, 24), (11), (10))
((2, 50), (13, 25), (16), (18))
((2, 50), (13, 26), (125), (23))
((2, 50), (13, 27), (120), (35))
((2, 50), (13, 28), (108), (28))
((2, 50), (13, 29), (36), (10))
((2, 50), (13, 3), (1), (8))
((2, 50), (13, 30), (6), (24))
((2, 50), (13, 31), (20), (17))
((2, 50), (13, 32), (31), (18))
((2, 50), (13, 33), (194), (19))
((2, 50), (13, 34), (29), (14))
((2, 50), (13, 35), (8), (17))
((2, 50), (13, 4), (17), (7))
((2, 50), (13, 5), (21), (23))
((2, 50), (13, 6), (21), (21))
((2, 50), (13, 7), (114), (31))
((2, 50), (13, 8), (172), (17))
((2, 50), (13, 9), (50), (30))
((2, 50), (22, 1), (18), (16))
((2, 50), (22, 10), (23), (14))
((2, 50), (22, 11), (28), (15))
((2, 50), (22, 12), (184), (17))
((2, 50), (22, 13), (52), (13))
((2, 50), (22, 14), (10), (7))
((2, 50), (22, 15), (74), (17))
((2, 50), (22, 16), (7), (7))
((2, 50), (22, 17), (8), (10))
((2, 50), (22, 2), (5), (8))
((2, 50), (22, 3), (13), (8))
((2, 50), (22, 4), (7), (4))
((2, 50), (22, 5), (8), (11))
((2, 50), (22, 6), (5), (10))
((2, 50), (22, 7), (55), (14))
((2, 50), (22, 8), (9), (11))
((2, 50), (22, 9), (4), (10))
((2, 52), (12, 12), (6), (2))
((2, 52), (12, 13), (4), (40))
((2, 52), (12, 14), (38), (11))
((2, 52), (12, 15), (35), (12))
((2, 52), (12, 17), (27), (9))
((2, 52), (12, 18), (1), (2))
((2, 52), (12, 19), (2), (35))
((2, 52), (12, 20), (5), (21))
((2, 52), (12, 21), (9), (6))
((2, 52), (12, 22), (28), (7))
((2, 52), (12, 23), (9), (2))
((2, 52), (12, 25), (4), (15))
((2, 52), (12, 26), (16), (5))
((2, 52), (12, 6), (3), (9))
((2, 52), (12, 7), (4), (5))
((2, 52), (12, 8), (20), (8))
((2, 52), (12, 9), (14), (45))
((2, 52), (13, 10), (181), (27))
((2, 52), (13, 11), (181), (26))
((2, 52), (13, 13), (27), (8))
((2, 52), (13, 14), (4), (7))
((2, 52), (13, 15), (29), (19))
((2, 52), (13, 16), (191), (29))
((2, 52), (13, 17), (96), (11))
((2, 52), (13, 18), (24), (7))
((2, 52), (13, 19), (14), (8))
((2, 52), (13, 2), (7), (2))
((2, 52), (13, 20), (11), (26))
((2, 52), (13, 21), (14), (5))
((2, 52), (13, 22), (19), (20))
((2, 52), (13, 23), (129), (13))
((2, 52), (13, 24), (16), (15))
((2, 52), (13, 25), (11), (5))
((2, 52), (13, 26), (120), (15))
((2, 52), (13, 27), (115), (21))
((2, 52), (13, 28), (103), (17))
((2, 52), (13, 29), (31), (23))
((2, 52), (13, 3), (4), (23))
((2, 52), (13, 30), (0), (3))
((2, 52), (13, 31), (15), (7))
((2, 52), (13, 32), (26), (9))
((2, 52), (13, 33), (199), (40))
((2, 52), (13, 34), (24), (12))
((2, 52), (13, 35), (3), (43))
((2, 52), (13, 4), (12), (24))
((2, 52), (13, 5), (16), (5))
((2, 52), (13, 6), (16), (6))
((2, 52), (13, 7), (109), (21))
((2, 52), (13, 8), (177), (31))
((2, 52), (13, 9), (45), (9))
((2, 52), (22, 1), (23), (13))
((2, 52), (22, 10), (28), (17))
((2, 52), (22, 11), (33), (19))
((2, 52), (22, 12), (189), (32))
((2, 52), (22, 13), (57), (26))
((2, 52), (22, 14), (15), (19))
((2, 52), (22, 15), (79), (32))
((2, 52), (22, 16), (12), (27))
((2, 52), (22, 17), (13), (29))
((2, 52), (22, 2), (0), (23))
((2, 52), (22, 3), (18), (23))
((2, 52), (22, 4), (12), (22))
((2, 52), (22, 5), (13), (13))
((2, 52), (22, 6), (10), (33))
((2, 52), (22, 7), (50), (32))
((2, 52), (22, 8), (14), (12))
((2, 52), (22, 9), (9), (29))
((2, 53), (12, 12), (4), (2))
((2, 53), (12, 13), (14), (38))
((2, 53), (12, 14), (48), (16))
((2, 53), (12, 15), (45), (16))
((2, 53), (12, 17), (37), (14))
((2, 53), (12, 18), (12), (5))
((2, 53), (12, 19), (13), (33))
((2, 53), (12, 20), (15), (20))
((2, 53), (12, 21), (19), (10))
((2, 53), (12, 22), (38), (12))
((2, 53), (12, 23), (20), (7))
((2, 53), (12, 25), (6), (13))
((2, 53), (12, 26), (26), (10))
((2, 53), (12, 6), (8), (8))
((2, 53), (12, 7), (14), (9))
((2, 53), (12, 8), (10), (5))
((2, 53), (12, 9), (24), (43))
((2, 53), (13, 10), (171), (26))
((2, 53), (13, 11), (170), (25))
((2, 53), (13, 13), (37), (10))
((2, 53), (13, 14), (14), (9))
((2, 53), (13, 15), (39), (19))
((2, 53), (13, 16), (181), (29))
((2, 53), (13, 17), (107), (14))
((2, 53), (13, 18), (34), (11))
((2, 53), (13, 19), (24), (10))
((2, 53), (13, 2), (17), (7))
((2, 53), (13, 20), (22), (25))
((2, 53), (13, 21), (24), (9))
((2, 53), (13, 22), (29), (20))
((2, 53), (13, 23), (140), (15))
((2, 53), (13, 24), (6), (13))
((2, 53), (13, 25), (21), (8))
((2, 53), (13, 26), (130), (19))
((2, 53), (13, 27), (126), (27))
((2, 53), (13, 28), (114), (22))
((2, 53), (13, 29), (41), (23))
((2, 53), (13, 3), (6), (22))
((2, 53), (13, 30), (11), (6))
((2, 53), (13, 31), (25), (9))
((2, 53), (13, 32), (37), (10))
((2, 53), (13, 33), (188), (38))
((2, 53), (13, 34), (34), (13))
((2, 53), (13, 35), (13), (41))
((2, 53), (13, 4), (22), (22))
((2, 53), (13, 5), (26), (8))
((2, 53), (13, 6), (26), (10))
((2, 53), (13, 7), (120), (26))
((2, 53), (13, 8), (166), (30))
((2, 53), (13, 9), (56), (14))
((2, 53), (22, 1), (12), (9))
((2, 53), (22, 10), (17), (14))
((2, 53), (22, 11), (23), (16))
((2, 53), (22, 12), (179), (31))
((2, 53), (22, 13), (46), (24))
((2, 53), (22, 14), (5), (16))
((2, 53), (22, 15), (68), (30))
((2, 53), (22, 16), (2), (25))
((2, 53), (22, 17), (3), (27))
((2, 53), (22, 2), (10), (21))
((2, 53), (22, 3), (8), (21))
((2, 53), (22, 4), (2), (20))
((2, 53), (22, 5), (3), (10))
((2, 53), (22, 6), (0), (31))
((2, 53), (22, 7), (60), (32))
((2, 53), (22, 8), (4), (9))
((2, 53), (22, 9), (2), (27))
((2, 6), (12, 12), (1), (17))
((2, 6), (12, 13), (10), (17))
((2, 6), (12, 14), (44), (28))
((2, 6), (12, 15), (41), (28))
((2, 6), (12, 17), (33), (26))
((2, 6), (12, 18), (8), (17))
((2, 6), (12, 19), (9), (13))
((2, 6), (12, 20), (11), (7))
((2, 6), (12, 21), (15), (25))
((2, 6), (12, 22), (34), (24))
((2, 6), (12, 23), (16), (20))
((2, 6), (12, 25), (3), (4))
((2, 6), (12, 26), (23), (22))
((2, 6), (12, 6), (4), (13))
((2, 6), (12, 7), (10), (24))
((2, 6), (12, 8), (14), (19))
((2, 6), (12, 9), (20), (22))
((2, 6), (13, 10), (175), (17))
((2, 6), (13, 11), (174), (15))
((2, 6), (13, 13), (34), (15))
((2, 6), (13, 14), (11), (25))
((2, 6), (13, 15), (35), (12))
((2, 6), (13, 16), (185), (22))
((2, 6), (13, 17), (103), (19))
((2, 6), (13, 18), (30), (18))
((2, 6), (13, 19), (20), (18))
((2, 6), (13, 2), (13), (20))
((2, 6), (13, 20), (18), (8))
((2, 6), (13, 21), (20), (22))
((2, 6), (13, 22), (25), (7))
((2, 6), (13, 23), (136), (19))
((2, 6), (13, 24), (10), (6))
((2, 6), (13, 25), (17), (15))
((2, 6), (13, 26), (127), (20))
